lastSpellID,secondLastSpellID,thirdLastSpellID,timeSinceLastCast,nameplateCount,secondaryResource,secondaryResourceMax,blizzardRecommendation,combatDuration,specID,target_spellID
2120,382440,44457,1.82,3,3,5,108853,169.4,63,108853
44457,2120,11366,0.7,5,4,5,190319,52.7,63,190319
44457,2948,153561,1.07,2,5,5,190319,208.1,63,190319
257541,153561,11366,1.23,1,4,5,2948,227.5,63,153561
108853,11366,2948,2.58,2,0,5,11366,64.2,63,11366
11366,2948,44457,1.3,3,3,5,190319,247.0,63,133
382440,133,2120,1.84,2,0,5,2948,172.3,63,2948
133,11366,133,2.46,4,5,5,257541,260.1,63,257541
108853,11366,257541,2.82,6,1,5,108853,221.4,63,108853
2120,2948,2948,1.06,1,4,5,11366,173.2,63,11366
44457,2948,153561,2.76,7,4,5,382440,259.9,63,382440
153561,190319,133,0.61,1,0,5,153561,285.3,63,2948
153561,153561,2120,0.84,1,2,5,257541,254.2,63,257541
133,133,153561,2.19,8,5,5,11366,154.1,63,11366
11366,2120,44457,1.31,3,5,5,2948,149.2,63,2948
2948,2120,382440,2.12,8,5,5,2948,175.2,63,2948
2120,2120,11366,2.55,6,3,5,382440,13.8,63,108853
133,2120,190319,2.97,2,4,5,382440,189.4,63,382440
2120,44457,190319,2.85,8,4,5,257541,248.4,63,133
190319,108853,257541,2.58,1,1,5,2948,260.8,63,2948
2948,2120,382440,2.57,3,2,5,257541,128.1,63,257541
2948,382440,257541,2.82,1,1,5,190319,220.2,63,108853
11366,11366,382440,2.31,2,2,5,133,51.8,63,133
382440,44457,11366,0.74,3,3,5,11366,55.7,63,190319
2948,108853,2120,2.13,2,1,5,153561,175.4,63,153561
11366,190319,133,0.82,3,0,5,133,175.3,63,108853
153561,190319,190319,1.91,7,0,5,382440,12.4,63,2120
44457,108853,133,1.36,3,5,5,382440,154.2,63,382440
2120,382440,153561,1.85,6,1,5,133,99.0,63,2948
257541,382440,153561,1.73,7,1,5,108853,23.0,63,108853
133,11366,2948,2.18,4,5,5,133,285.3,63,133
11366,2948,153561,1.72,5,0,5,2120,279.7,63,2120
257541,11366,257541,2.1,7,5,5,11366,280.1,63,11366
11366,11366,11366,1.96,3,0,5,382440,150.9,63,382440
153561,133,44457,2.7,1,1,5,11366,66.0,63,2948
153561,382440,190319,2.63,2,5,5,11366,157.3,63,11366
44457,108853,108853,2.68,1,0,5,133,84.0,63,133
2120,133,190319,1.68,1,0,5,2948,59.6,63,2948
257541,382440,382440,2.28,2,0,5,11366,268.1,63,190319
153561,382440,382440,1.28,3,0,5,153561,258.1,63,153561
257541,190319,11366,2.59,3,5,5,44457,81.9,63,2948
257541,190319,382440,2.75,3,3,5,190319,82.2,63,2948
190319,2948,44457,2.55,2,1,5,257541,115.4,63,257541
2120,133,153561,2.96,1,0,5,257541,20.1,63,257541
108853,133,2120,2.97,1,3,5,11366,191.1,63,11366
133,2948,11366,2.2,1,1,5,108853,262.2,63,382440
44457,257541,108853,1.39,6,2,5,257541,10.7,63,2120
382440,190319,153561,2.7,2,1,5,11366,82.2,63,133
2948,2948,153561,1.63,1,2,5,382440,75.3,63,382440
11366,190319,190319,1.56,8,5,5,108853,211.1,63,108853
382440,133,2120,1.85,1,2,5,2948,128.1,63,190319
2948,44457,2948,1.97,1,1,5,11366,99.3,63,11366
153561,2948,190319,0.94,1,5,5,133,23.4,63,133
2948,2120,257541,2.37,2,3,5,133,168.2,63,108853
11366,153561,153561,1.72,1,4,5,2948,200.4,63,2948
257541,11366,2948,2.89,3,2,5,11366,121.9,63,11366
108853,2120,190319,2.26,1,5,5,382440,57.4,63,382440
108853,2120,2120,0.8,1,0,5,2120,157.2,63,108853
44457,2120,108853,1.24,5,4,5,2948,269.2,63,2948
108853,2948,11366,1.11,1,1,5,2948,214.2,63,2948
257541,2948,11366,1.37,5,0,5,190319,294.3,63,257541
190319,190319,382440,1.15,1,2,5,11366,150.7,63,11366
44457,190319,11366,1.65,1,3,5,190319,202.8,63,190319
108853,257541,2120,2.25,2,3,5,133,287.1,63,133
382440,190319,190319,2.74,1,3,5,108853,170.8,63,11366
133,382440,2948,2.24,7,1,5,2120,23.3,63,2120
11366,2120,44457,0.82,1,0,5,153561,200.2,63,153561
190319,44457,2120,0.66,6,3,5,11366,286.2,63,11366
2948,2948,190319,0.65,7,5,5,133,241.8,63,133
153561,108853,153561,2.13,1,1,5,153561,215.9,63,153561
153561,382440,382440,1.1,1,4,5,382440,231.3,63,382440
382440,190319,108853,2.43,7,2,5,2120,214.0,63,2120
108853,133,11366,1.07,1,1,5,133,258.7,63,133
11366,382440,2948,0.83,3,4,5,11366,214.4,63,11366
257541,44457,257541,1.56,2,5,5,11366,230.9,63,11366
153561,2120,153561,2.36,2,1,5,2120,110.2,63,11366
11366,44457,44457,2.2,8,5,5,108853,180.7,63,108853
382440,257541,257541,0.8,1,0,5,153561,298.3,63,153561
153561,2948,44457,0.78,1,1,5,133,94.3,63,133
11366,133,190319,0.95,3,0,5,2948,49.5,63,2948
382440,257541,153561,1.27,7,1,5,133,107.3,63,133
153561,382440,108853,2.16,2,1,5,11366,113.5,63,11366
44457,382440,382440,2.32,5,2,5,2120,233.5,63,153561
190319,2948,2120,2.86,4,5,5,133,2.9,63,133
153561,2120,257541,2.97,2,2,5,133,210.2,63,133
133,153561,11366,0.93,2,1,5,153561,174.3,63,153561
190319,382440,382440,2.52,8,0,5,2120,137.3,63,2120
133,257541,108853,1.68,2,1,5,382440,239.0,63,382440
44457,133,153561,2.2,1,1,5,257541,127.3,63,257541
190319,108853,133,1.11,1,2,5,108853,10.6,63,108853
44457,108853,44457,2.42,7,5,5,382440,236.8,63,382440
133,2120,153561,2.22,4,4,5,153561,136.5,63,108853
257541,44457,190319,2.96,8,2,5,2120,178.9,63,2120
44457,190319,2120,1.04,1,1,5,2948,51.0,63,2948
44457,190319,153561,1.67,3,1,5,44457,281.7,63,2948
382440,153561,108853,2.65,1,2,5,133,137.2,63,190319
133,133,2948,0.69,1,4,5,11366,122.8,63,11366
108853,133,108853,1.82,1,4,5,2120,202.0,63,133
382440,11366,382440,2.9,3,5,5,382440,41.5,63,382440
11366,133,2120,1.89,6,3,5,382440,24.3,63,382440
44457,2948,190319,1.28,1,5,5,133,35.7,63,133
133,2120,11366,2.61,1,3,5,44457,17.6,63,257541
153561,257541,2120,2.72,1,5,5,190319,131.3,63,2948
11366,2120,190319,1.36,1,2,5,257541,107.1,63,257541
133,190319,190319,2.85,3,1,5,382440,22.7,63,382440
133,2948,2120,0.78,2,5,5,257541,68.8,63,257541
2120,190319,190319,1.89,8,0,5,2120,61.8,63,2120
257541,2948,382440,1.49,2,5,5,11366,262.5,63,11366
190319,11366,257541,2.34,1,2,5,108853,143.1,63,108853
44457,133,133,1.8,1,2,5,382440,18.8,63,382440
2120,11366,108853,1.44,3,0,5,190319,116.2,63,190319
108853,133,44457,1.39,7,1,5,190319,124.3,63,2120
11366,44457,382440,2.37,2,2,5,190319,61.9,63,190319
133,153561,108853,2.81,2,3,5,2948,70.1,63,2948
190319,382440,133,0.72,1,4,5,2948,222.9,63,2948
257541,2948,257541,1.13,6,4,5,11366,46.4,63,11366
153561,382440,108853,1.44,8,4,5,11366,13.4,63,11366
257541,257541,2948,2.67,1,4,5,2948,143.6,63,382440
11366,11366,2120,1.18,3,5,5,257541,112.3,63,2948
44457,44457,257541,2.29,3,0,5,190319,162.8,63,190319
2120,11366,108853,1.26,5,5,5,382440,113.6,63,382440
44457,44457,2120,1.53,7,1,5,108853,161.5,63,133
108853,190319,108853,1.49,1,5,5,11366,221.2,63,11366
44457,133,382440,1.08,2,4,5,133,64.4,63,133
257541,382440,190319,2.77,7,0,5,2120,127.8,63,2120
382440,2948,44457,2.13,3,5,5,382440,261.6,63,382440
44457,44457,2120,0.8,8,3,5,2948,199.4,63,2948
382440,153561,153561,2.37,5,2,5,133,211.3,63,190319
44457,133,257541,2.88,5,2,5,2120,152.5,63,2120
190319,133,133,2.47,7,5,5,382440,244.2,63,2120
11366,2120,108853,0.83,3,4,5,153561,142.5,63,153561
153561,108853,257541,0.54,4,4,5,133,159.8,63,133
382440,133,108853,0.64,7,5,5,153561,88.1,63,190319
257541,44457,133,2.57,1,1,5,153561,69.4,63,153561
2948,382440,257541,2.51,2,3,5,153561,170.1,63,11366
2948,2120,190319,1.52,8,1,5,257541,128.7,63,257541
2120,133,382440,0.67,3,4,5,11366,281.6,63,133
190319,44457,133,2.61,2,2,5,190319,76.2,63,190319
44457,190319,382440,1.83,1,1,5,190319,52.5,63,190319
190319,108853,2120,2.4,1,1,5,108853,69.0,63,108853
108853,2948,133,0.51,2,1,5,2948,73.8,63,2948
382440,2120,44457,2.81,1,1,5,108853,156.4,63,108853
133,257541,11366,0.86,7,3,5,2120,195.0,63,2120
190319,2120,382440,1.7,2,0,5,2120,260.0,63,190319
153561,190319,257541,2.08,1,5,5,11366,177.7,63,11366
133,108853,382440,0.86,2,1,5,2948,236.5,63,2948
2948,382440,190319,1.81,3,3,5,108853,278.9,63,2948
2948,2120,11366,1.36,1,0,5,190319,110.6,63,382440
133,153561,11366,1.48,2,1,5,190319,280.6,63,190319
190319,257541,257541,1.19,5,2,5,108853,197.3,63,108853
2948,108853,2948,1.63,1,5,5,2948,256.8,63,2948
382440,108853,257541,2.05,1,2,5,108853,139.6,63,108853
382440,133,190319,2.52,4,2,5,108853,135.1,63,2120
2120,153561,190319,0.6,4,4,5,133,125.4,63,2948
257541,108853,11366,0.54,1,5,5,11366,243.2,63,11366
44457,257541,2120,2.47,7,0,5,2120,80.1,63,2120
11366,257541,257541,0.99,1,4,5,2948,58.2,63,2948
190319,2948,257541,1.74,3,0,5,382440,265.7,63,382440
44457,2120,382440,2.07,2,3,5,2948,28.9,63,2948
190319,257541,153561,2.24,1,0,5,190319,31.7,63,190319
133,2120,11366,0.97,4,2,5,11366,70.2,63,11366
11366,190319,44457,2.84,5,0,5,11366,49.8,63,11366
257541,2120,2120,1.04,8,0,5,2948,68.9,63,153561
190319,153561,133,1.44,2,0,5,153561,36.5,63,11366
2948,2120,257541,2.94,2,1,5,257541,74.6,63,133
382440,133,153561,1.31,1,0,5,257541,169.7,63,2948
44457,190319,153561,1.75,7,2,5,257541,209.6,63,257541
2948,133,44457,1.68,2,0,5,190319,118.0,63,190319
382440,133,257541,2.87,3,5,5,2948,138.5,63,2948
2948,257541,108853,2.98,1,4,5,257541,133.8,63,257541
2948,133,11366,2.49,3,3,5,257541,129.5,63,257541
133,382440,11366,2.85,5,3,5,108853,272.0,63,2120
44457,108853,153561,1.23,7,3,5,2948,214.9,63,11366
257541,257541,2948,2.74,1,5,5,190319,79.7,63,190319
44457,133,190319,2.79,1,4,5,44457,267.6,63,190319
133,153561,108853,1.3,2,0,5,11366,282.9,63,11366
2948,2948,2948,1.6,1,5,5,153561,289.0,63,153561
108853,2120,257541,1.1,1,4,5,257541,56.2,63,257541
2120,44457,2948,2.8,1,1,5,133,79.9,63,133
133,257541,133,2.44,8,2,5,2948,164.3,63,2120
108853,44457,2948,2.18,8,5,5,257541,165.4,63,257541
2948,190319,382440,2.08,8,2,5,382440,244.7,63,382440
2120,257541,44457,1.39,2,1,5,133,7.0,63,133
190319,11366,2120,1.39,1,0,5,108853,189.5,63,108853
257541,11366,2120,1.54,2,3,5,108853,213.9,63,108853
257541,2120,2948,0.54,1,2,5,257541,24.6,63,257541
382440,133,133,1.47,1,2,5,44457,247.5,63,190319
2120,382440,133,1.43,5,3,5,133,46.8,63,133
153561,257541,2948,0.7,1,3,5,153561,294.4,63,153561
133,257541,44457,1.19,5,0,5,153561,185.7,63,108853
2120,190319,133,1.26,1,2,5,11366,281.0,63,11366
44457,257541,11366,0.89,1,0,5,153561,25.8,63,108853
108853,153561,153561,2.84,8,0,5,11366,67.7,63,11366
133,382440,190319,0.8,2,1,5,190319,276.0,63,108853
382440,153561,11366,2.9,8,4,5,153561,221.4,63,153561
44457,108853,153561,1.03,1,1,5,133,182.4,63,133
190319,153561,382440,1.71,8,3,5,2120,43.1,63,2120
257541,11366,257541,1.25,1,3,5,257541,251.1,63,257541
382440,382440,257541,1.43,1,0,5,11366,142.0,63,11366
2120,257541,44457,2.99,2,5,5,108853,130.8,63,108853
257541,153561,2948,1.84,2,1,5,190319,171.8,63,190319
11366,190319,257541,2.92,3,4,5,11366,235.4,63,11366
44457,44457,190319,2.39,1,0,5,2948,142.2,63,2948
133,133,153561,0.77,2,1,5,44457,59.6,63,108853
2120,133,382440,0.84,1,0,5,190319,72.2,63,190319
382440,2120,2120,2.51,4,4,5,2120,236.4,63,2120
133,11366,153561,2.12,1,5,5,133,231.0,63,133
153561,257541,2948,2.42,2,1,5,11366,287.7,63,11366
2120,2948,382440,1.46,1,5,5,11366,5.0,63,11366
153561,153561,108853,1.4,1,0,5,382440,198.9,63,382440
382440,257541,153561,1.44,1,1,5,2948,40.8,63,2948
153561,11366,2948,0.58,1,4,5,382440,76.5,63,382440
2948,382440,153561,1.01,1,0,5,2948,161.2,63,2948
11366,382440,11366,1.55,4,3,5,2948,146.0,63,2948
44457,133,44457,2.21,6,5,5,2948,191.1,63,2948
2120,2120,2948,2.36,1,4,5,382440,165.6,63,382440
133,257541,382440,2.64,8,3,5,190319,171.7,63,153561
153561,108853,153561,1.07,1,2,5,11366,140.7,63,11366
2120,153561,153561,2.5,8,1,5,108853,118.6,63,2120
153561,133,2948,0.62,1,1,5,382440,262.8,63,382440
2120,108853,257541,0.68,7,5,5,108853,34.4,63,108853
153561,257541,2120,1.23,2,0,5,2948,254.7,63,2948
44457,108853,2120,2.86,4,1,5,133,98.2,63,133
2120,133,190319,1.77,2,3,5,382440,6.6,63,190319
190319,382440,133,0.86,3,3,5,2948,58.5,63,257541
382440,153561,153561,1.2,3,2,5,2948,281.2,63,2948
2948,2120,133,2.49,1,4,5,190319,251.9,63,190319
133,190319,382440,2.14,1,4,5,382440,1.1,63,382440
133,108853,190319,0.91,7,4,5,11366,35.2,63,11366
108853,257541,133,1.35,2,2,5,190319,232.4,63,190319
44457,382440,11366,2.74,6,2,5,108853,60.0,63,108853
108853,2120,190319,1.79,3,5,5,133,256.4,63,133
2948,190319,2120,0.76,8,5,5,2948,70.1,63,2948
44457,190319,2120,2.83,4,2,5,2120,198.2,63,2120
2120,108853,382440,0.63,6,3,5,257541,150.5,63,257541
108853,11366,11366,2.86,3,0,5,190319,183.4,63,257541
257541,44457,382440,1.9,1,3,5,2948,293.9,63,2948
2948,257541,44457,1.13,2,4,5,11366,67.1,63,11366
2120,2120,2120,1.08,8,0,5,2120,12.8,63,190319
257541,2948,44457,1.7,1,0,5,257541,243.1,63,257541
382440,44457,2948,1.78,1,1,5,190319,267.4,63,190319
257541,153561,257541,1.02,1,5,5,2948,66.1,63,2948
44457,2120,44457,0.77,2,3,5,2948,290.4,63,2948
382440,133,108853,1.75,3,4,5,190319,141.4,63,190319
190319,2120,11366,1.27,3,0,5,11366,216.3,63,11366
153561,190319,108853,2.25,1,0,5,190319,9.1,63,190319
108853,382440,257541,0.98,8,4,5,382440,100.0,63,382440
153561,382440,108853,1.27,7,0,5,190319,185.0,63,190319
11366,11366,2948,1.81,1,5,5,11366,205.9,63,11366
11366,133,257541,0.84,2,1,5,2948,84.7,63,2948
382440,44457,382440,1.12,8,4,5,2120,172.3,63,2120
2948,108853,153561,1.37,2,4,5,382440,195.5,63,2948
2948,11366,2948,1.0,1,5,5,133,9.4,63,108853
190319,153561,44457,1.38,1,3,5,133,291.4,63,153561
257541,133,2948,2.06,6,0,5,2120,92.9,63,2120
44457,108853,382440,1.19,7,5,5,2120,209.7,63,2120
2948,2120,190319,0.69,2,0,5,153561,181.4,63,153561
2120,190319,153561,0.88,3,4,5,2948,69.3,63,2948
153561,190319,153561,2.9,1,4,5,11366,240.9,63,11366
257541,257541,2120,2.24,8,0,5,11366,117.6,63,11366
44457,108853,382440,2.91,1,5,5,382440,81.9,63,190319
108853,2120,133,1.27,1,0,5,153561,79.1,63,153561
108853,44457,153561,1.09,6,4,5,153561,245.5,63,153561
153561,133,133,1.3,1,5,5,133,24.7,63,133
190319,2120,2120,1.57,2,2,5,257541,3.8,63,257541
190319,108853,133,2.54,7,3,5,2120,208.0,63,2120
2120,108853,190319,1.29,6,2,5,11366,158.5,63,11366
2120,382440,153561,1.73,3,0,5,11366,237.8,63,11366
257541,382440,11366,1.74,1,0,5,382440,22.0,63,382440
2948,382440,44457,2.53,3,5,5,153561,193.9,63,153561
2948,190319,133,1.33,1,5,5,2948,133.2,63,2948
382440,44457,133,0.85,1,3,5,133,122.4,63,133
2948,11366,382440,2.79,5,1,5,133,227.4,63,133
382440,382440,108853,1.92,1,1,5,257541,137.2,63,257541
190319,2948,382440,1.86,1,0,5,2948,177.7,63,2948
108853,108853,11366,1.82,1,3,5,257541,266.5,63,257541
382440,2948,133,2.42,1,2,5,11366,10.9,63,11366
11366,108853,133,2.19,2,2,5,153561,14.4,63,153561
257541,2120,108853,2.78,1,3,5,257541,185.0,63,257541
11366,190319,2948,2.67,6,4,5,382440,137.3,63,382440
2948,382440,257541,0.96,6,1,5,11366,224.1,63,11366
190319,2120,108853,0.89,8,1,5,2948,26.4,63,2948
190319,133,11366,2.65,1,2,5,11366,62.4,63,11366
257541,190319,11366,2.71,8,4,5,2120,89.6,63,153561
133,382440,153561,2.04,7,3,5,133,17.0,63,133
2120,108853,153561,1.65,8,1,5,108853,258.6,63,108853
153561,382440,2120,1.57,2,0,5,190319,20.3,63,382440
190319,2120,108853,2.61,1,1,5,2948,289.6,63,2948
108853,382440,2948,1.3,8,0,5,133,138.2,63,133
382440,133,2948,2.27,1,3,5,11366,156.7,63,11366
153561,190319,133,0.91,3,0,5,11366,178.5,63,11366
11366,11366,108853,2.31,1,0,5,133,213.8,63,2948
11366,153561,153561,1.85,5,3,5,190319,265.7,63,257541
190319,190319,382440,2.12,1,4,5,153561,233.1,63,153561
257541,257541,257541,1.33,1,1,5,133,49.6,63,133
11366,257541,257541,2.39,2,0,5,2948,72.2,63,2948
108853,153561,44457,0.87,1,4,5,11366,111.5,63,11366
11366,190319,108853,2.36,1,0,5,2120,243.9,63,108853
133,190319,44457,0.79,1,1,5,2948,56.6,63,2948
382440,190319,382440,1.44,1,2,5,2948,220.2,63,2948
257541,2948,382440,0.78,8,4,5,2120,270.4,63,190319
190319,382440,133,1.98,6,1,5,2120,264.4,63,2120
190319,382440,2120,1.53,1,2,5,2948,266.3,63,108853
108853,382440,257541,0.77,4,5,5,108853,17.1,63,11366
153561,257541,382440,1.49,1,1,5,153561,11.6,63,153561
133,44457,153561,2.44,1,1,5,153561,104.7,63,153561
153561,190319,44457,1.57,4,5,5,2948,134.7,63,2948
190319,2120,153561,2.89,1,5,5,190319,293.5,63,190319
2948,190319,382440,2.77,7,0,5,133,94.9,63,11366
2948,382440,2120,2.04,3,1,5,382440,128.4,63,382440
44457,257541,11366,2.23,1,5,5,2948,241.5,63,133
190319,257541,133,0.91,8,3,5,2120,136.6,63,2120
2120,257541,2120,0.63,1,0,5,257541,138.1,63,257541
44457,190319,257541,2.09,3,4,5,257541,85.8,63,11366
133,11366,153561,1.24,4,4,5,257541,140.8,63,257541
133,133,153561,2.04,2,5,5,257541,244.4,63,257541
153561,44457,190319,1.35,1,5,5,257541,230.2,63,257541
44457,153561,382440,2.81,1,3,5,382440,207.1,63,382440
2120,257541,2120,2.42,1,4,5,257541,290.6,63,257541
190319,382440,133,2.56,1,5,5,382440,133.0,63,382440
190319,108853,382440,0.58,8,4,5,153561,184.9,63,153561
11366,2120,44457,2.27,1,0,5,382440,125.2,63,153561
108853,2948,153561,2.57,1,3,5,133,180.3,63,2948
11366,44457,257541,1.4,1,4,5,11366,272.5,63,11366
133,257541,153561,1.94,1,0,5,257541,25.4,63,257541
257541,257541,108853,2.31,1,5,5,11366,185.9,63,11366
11366,108853,2948,2.51,1,4,5,382440,169.9,63,190319
190319,11366,153561,1.91,3,3,5,108853,233.5,63,153561
133,153561,190319,1.05,1,5,5,11366,199.1,63,257541
2948,44457,108853,1.85,2,3,5,382440,157.6,63,11366
108853,153561,133,1.55,1,5,5,2120,69.1,63,190319
257541,382440,133,1.57,1,5,5,257541,219.6,63,257541
382440,11366,2948,2.56,1,2,5,11366,21.4,63,11366
190319,44457,133,2.14,3,1,5,2948,85.0,63,153561
44457,133,2948,1.18,3,0,5,108853,127.2,63,108853
44457,153561,2948,0.85,1,1,5,382440,182.9,63,382440
44457,11366,108853,1.5,1,0,5,190319,71.0,63,190319
190319,2948,11366,2.41,1,0,5,382440,194.6,63,11366
153561,2120,2948,1.62,1,1,5,108853,17.0,63,153561
2120,44457,108853,2.3,6,5,5,108853,128.8,63,257541
257541,133,257541,0.8,1,5,5,382440,142.6,63,382440
153561,190319,153561,1.87,3,1,5,2120,27.7,63,153561
190319,11366,2120,1.02,8,5,5,2120,217.2,63,2120
382440,44457,257541,2.16,1,1,5,153561,260.0,63,257541
153561,257541,153561,1.07,1,0,5,133,282.6,63,133
2120,44457,2120,2.24,2,4,5,133,132.1,63,133
44457,2120,257541,2.46,3,3,5,108853,292.5,63,108853
44457,108853,11366,2.08,3,1,5,108853,297.4,63,108853
44457,2120,257541,0.65,7,2,5,190319,127.2,63,190319
153561,257541,11366,1.09,1,2,5,153561,294.6,63,133
153561,108853,153561,2.83,3,0,5,257541,84.9,63,382440
257541,2120,108853,2.92,7,5,5,153561,192.6,63,153561
133,133,257541,0.67,7,0,5,2948,95.1,63,2948
2120,190319,2120,2.41,7,2,5,2120,79.5,63,2120
11366,11366,2948,2.2,8,4,5,2948,220.1,63,2948
108853,133,257541,2.23,2,4,5,257541,32.1,63,257541
133,382440,133,2.91,1,1,5,2948,85.0,63,2948
257541,257541,190319,2.14,1,5,5,153561,141.7,63,153561
190319,2120,382440,1.51,1,5,5,257541,219.0,63,257541
190319,153561,2948,2.84,3,4,5,133,213.8,63,133
257541,2948,190319,1.76,1,4,5,2120,265.8,63,108853
257541,2120,382440,1.81,7,2,5,190319,204.1,63,190319
382440,153561,11366,1.15,6,0,5,382440,111.6,63,382440
2120,108853,382440,1.43,1,5,5,11366,29.2,63,2948
190319,257541,108853,1.88,8,5,5,2120,242.2,63,2120
153561,11366,153561,1.66,3,1,5,190319,108.3,63,257541
190319,11366,190319,2.44,1,5,5,11366,260.9,63,11366
190319,44457,190319,0.99,2,0,5,108853,217.1,63,108853
133,190319,382440,1.89,2,2,5,2120,202.0,63,257541
382440,133,108853,0.54,2,1,5,257541,24.4,63,257541
382440,2948,257541,1.28,7,4,5,2120,293.0,63,2120
2120,257541,133,1.61,1,1,5,190319,83.5,63,190319
2120,153561,153561,2.84,1,5,5,133,157.9,63,133
2120,257541,382440,1.14,8,0,5,190319,215.8,63,190319
11366,2948,190319,2.2,3,0,5,190319,123.3,63,2948
257541,2948,44457,0.64,2,1,5,153561,90.4,63,257541
2120,257541,382440,0.99,2,1,5,382440,171.7,63,382440
11366,133,153561,0.65,4,3,5,190319,71.5,63,190319
257541,11366,44457,1.0,3,4,5,190319,13.0,63,190319
257541,2948,153561,0.75,1,3,5,11366,91.7,63,11366
108853,2948,2948,2.19,5,0,5,133,78.4,63,133
2120,11366,257541,1.11,2,1,5,2120,165.6,63,153561
382440,44457,2948,1.83,7,0,5,190319,125.6,63,190319
108853,382440,44457,2.99,3,4,5,11366,92.5,63,190319
2120,2948,382440,2.59,8,0,5,133,275.8,63,133
108853,44457,190319,2.21,2,2,5,257541,80.7,63,257541
153561,11366,2120,2.44,5,3,5,257541,143.5,63,257541
108853,2948,11366,1.17,1,0,5,108853,15.3,63,11366
11366,257541,382440,0.91,1,2,5,108853,116.9,63,108853
382440,11366,2120,0.77,2,0,5,257541,59.3,63,257541
382440,2948,11366,2.77,1,0,5,11366,123.8,63,11366
382440,153561,11366,1.4,2,4,5,153561,208.7,63,153561
108853,108853,190319,0.58,2,5,5,382440,202.5,63,382440
133,153561,2948,0.81,1,5,5,108853,120.6,63,2948
257541,2948,153561,0.97,1,0,5,190319,125.3,63,190319
133,2120,108853,2.75,6,4,5,382440,0.0,63,382440
11366,257541,257541,2.78,7,2,5,2120,285.7,63,2120
153561,257541,133,2.27,8,4,5,2120,65.6,63,2120
133,153561,133,2.31,1,0,5,11366,71.7,63,257541
133,133,382440,2.33,7,5,5,2120,185.3,63,2120
257541,2120,11366,2.53,1,1,5,133,5.2,63,133
44457,257541,11366,2.87,5,0,5,2120,281.7,63,2120
382440,44457,382440,2.82,1,1,5,133,78.6,63,133
2948,153561,44457,1.43,3,0,5,153561,233.1,63,153561
257541,2120,44457,2.06,1,3,5,133,62.1,63,133
190319,108853,190319,0.89,2,5,5,11366,71.7,63,11366
257541,382440,133,0.86,1,4,5,44457,260.6,63,2948
44457,153561,133,2.36,3,0,5,190319,183.0,63,190319
133,2120,108853,1.97,6,0,5,2120,204.5,63,2120
133,190319,257541,1.9,2,4,5,382440,279.4,63,382440
257541,108853,2948,2.31,1,3,5,2120,120.8,63,382440
382440,2120,2948,0.63,1,0,5,257541,32.8,63,257541
257541,153561,44457,2.12,8,0,5,190319,159.2,63,2120
382440,190319,2120,2.3,2,1,5,133,298.1,63,133
2948,190319,44457,0.52,3,3,5,108853,279.2,63,108853
382440,2120,382440,2.17,5,1,5,108853,252.7,63,11366
190319,190319,153561,0.84,2,0,5,133,48.3,63,133
153561,11366,11366,1.86,1,0,5,153561,90.8,63,153561
153561,382440,44457,2.26,3,0,5,2948,235.8,63,2948
44457,108853,11366,0.61,8,2,5,190319,288.2,63,190319
2948,108853,108853,2.7,5,3,5,2948,129.1,63,2948
153561,11366,153561,1.3,2,3,5,382440,238.1,63,382440
133,108853,133,1.57,2,4,5,2948,171.4,63,2948
133,2120,257541,0.93,5,4,5,257541,154.0,63,257541
382440,44457,2948,1.19,1,5,5,382440,12.7,63,108853
190319,2948,382440,2.06,3,1,5,382440,17.8,63,382440
2120,108853,153561,0.51,4,5,5,257541,107.6,63,2948
257541,133,190319,0.92,5,4,5,257541,51.7,63,153561
2948,382440,2948,1.76,2,4,5,2948,91.2,63,2948
2948,190319,133,2.82,1,2,5,257541,107.6,63,108853
2948,153561,108853,1.21,5,0,5,108853,61.8,63,108853
2948,382440,190319,0.9,5,1,5,257541,194.6,63,153561
190319,44457,382440,2.38,3,5,5,44457,169.4,63,2948
44457,153561,153561,2.92,2,1,5,153561,104.9,63,153561
190319,382440,153561,2.58,4,0,5,11366,73.4,63,11366
11366,190319,257541,0.75,6,2,5,2948,292.2,63,2948
11366,133,382440,1.77,6,0,5,2120,194.7,63,2120
44457,11366,153561,0.52,3,4,5,108853,53.4,63,108853
190319,153561,2120,2.66,1,1,5,11366,235.7,63,11366
44457,257541,108853,1.42,1,5,5,257541,21.5,63,11366
11366,44457,108853,0.85,7,2,5,11366,153.0,63,11366
153561,133,153561,2.77,5,3,5,153561,132.0,63,153561
108853,44457,2120,2.07,1,2,5,190319,71.4,63,190319
2948,44457,190319,1.91,1,2,5,11366,208.2,63,11366
257541,153561,153561,1.94,5,2,5,44457,263.4,63,2948
11366,2948,133,2.12,1,3,5,153561,290.3,63,153561
133,133,257541,1.71,1,2,5,133,213.6,63,133
2120,382440,44457,0.89,3,1,5,133,182.2,63,133
190319,11366,153561,2.88,3,0,5,133,209.8,63,133
11366,382440,2120,1.05,8,4,5,2948,287.7,63,2948
2948,2948,2948,0.95,1,1,5,190319,163.9,63,133
190319,2120,382440,2.98,5,3,5,190319,9.7,63,190319
11366,382440,153561,1.74,8,2,5,2948,113.1,63,2948
382440,153561,11366,2.03,3,3,5,190319,217.3,63,11366
2120,2120,153561,0.76,7,5,5,2948,121.1,63,153561
11366,2948,44457,2.17,1,1,5,11366,227.9,63,11366
